,id,suggestion,author,date_created,last_upvoted,comments,status,votes
591,199535,Fix photo sizing,Kyra,"26 Jul, 2021",21 Sep,8,Open,18
592,186715,Allow those who you have liked to see you liked them,Anonymous,"21 May, 2021",02 Oct,2,Open,18
593,164972,World wide distance,Cole,"02 Mar, 2021",14 Sep,2,Open,18
594,175897,Publish dating market statistics for an area,Trent,"02 Apr, 2021",29 Aug,0,Open,18
595,188769,Filter returned missionary,Matthew S. Mahoney,"03 Jun, 2021",19 Aug,12,Open,17
596,192610,Add a section asking about covid vaccination status,Chad,"19 Jun, 2021",13 Oct,6,Open,17
597,165321,Minimum character count in bio,Qaseem Maajid-Bey,"02 Mar, 2021",11 Sep,2,Closed,17
598,194685,See at least 1 person per week,Micah Conover,"29 Jun, 2021",10 Oct,0,Closed,17
599,179930,Timedate stamp on messages,Howie,"18 Apr, 2021",yesterday,1,Open,16
600,164969,Scroll bar,Cole,"02 Mar, 2021",02 Aug,1,Open,16
601,192772,Be able to set your location to your home city while traveling,Jacob Coleman,"19 Jun, 2021",01 Sep,0,Closed,16
602,173770,Party room,Braeden,"25 Mar, 2021",14 Jul,0,Open,16
603,198341,Filter gym activity,Shelby,"17 Jul, 2021",02 Oct,2,Open,15
604,201410,Rollover notes,Barry,"03 Aug, 2021",26 Aug,1,Open,15
605,186181,Optional profile feedback,Jeremy,"18 May, 2021",21 Aug,7,Open,14
606,189906,Make the distance slider better,Ryan,"08 Jun, 2021",14 Oct,5,Open,14
607,266157,The new about me section is too short,Liz,"27 Dec, 2021",14 Oct,4,Open,14
608,200613,No dead animals,Kelsi,"28 Jul, 2021",23 Sep,4,Open,14
609,217248,Unmatch feedback,R,"22 Sep, 2021",14 Oct,3,Open,14
610,282931,Family tree app linked to this,Hailey,26 Feb,03 Aug,2,Open,14
611,200637,Give stats on your profile percentageswhats successful,Todd,"29 Jul, 2021",20 Aug,2,Open,14
612,188116,Get rid of say hi,J,"31 May, 2021",10 Oct,1,Open,14
613,173521,Questionnaire,Jared,"25 Mar, 2021",09 Aug,1,Closed,14
614,202149,React to messages sent,Kristina Cannon,"09 Aug, 2021",09 Aug,0,Open,14
615,176239,Pause profile,Amanda,"04 Apr, 2021",18 Oct,0,Closed,14
616,194293,Require member record number,Rachel,"28 Jun, 2021",13 Oct,8,Closed,13
617,189884,Verified profiles filter for them,Jeramy,"08 Jun, 2021",13 Oct,7,Open,13
618,194489,Filter modesty,Mitch,"29 Jun, 2021",10 Oct,5,Closed,13
619,281412,Force users to complete verification,Michael,20 Feb,24 Sep,3,Open,13
620,186677,Date ideas,Nathaniel Sparks,"20 May, 2021",01 Sep,3,Open,13
621,202557,Message preview in notification,Sterling,"10 Aug, 2021",20 Aug,2,Open,13
622,211694,Reset all downswipes from people who like you,Tyler Alley,"05 Sep, 2021",01 Sep,1,Open,13
623,175898,Option for more detailed profile info,Trent,"02 Apr, 2021",09 Aug,1,Open,13
624,173095,Multiple search locations,Frank the Dog from Men In Black 2,"23 Mar, 2021",14 Jul,1,Open,13
625,225427,Clarify interested in,N.,"18 Oct, 2021",20 Aug,0,Open,13
626,193363,Reasons for swiping,Holly,"23 Jun, 2021",28 Jul,0,Open,13
627,173511,No gun photos,Lj,"24 Mar, 2021",21 Sep,21,Open,12
628,177626,Repeal height filter,Aaron,"09 Apr, 2021",10 Oct,11,Open,12
629,196148,Filter unwanted names,Anne Lester,"06 Jul, 2021",12 Jul,6,Closed,12
630,198728,Read receipts for sent notes,Jeff,"20 Jul, 2021",13 Oct,5,Open,12
631,176295,Metric vs imperial on height,Anonymous,"04 Apr, 2021",07 Jul,3,Open,12
632,218963,Allow users to hide read receipts,Michael Allen,"26 Sep, 2021",15 Oct,2,Open,12
633,196166,Change location,Chantelle,"06 Jul, 2021",04 Oct,1,Closed,12
634,223698,Be notified when a match decides to say goodbye,DJ,"11 Oct, 2021",21 Sep,0,Open,12
635,210998,Superlike feature,alberthallingtonianianan,"31 Aug, 2021",20 Aug,0,Open,12
636,187180,Purge users,Bparks,"25 May, 2021",21 Sep,0,Closed,12
637,164959,Tagging the other people in the photo,Alex,"02 Mar, 2021",09 Aug,1,Closed,11
638,186991,Check to mark your divorce is finalized,A,"23 May, 2021",21 Aug,0,Closed,11
639,185111,Healthy fitness level filter,Anonymous,"13 May, 2021",08 Sep,3,Open,10
640,211333,Liked image,Payton,"02 Sep, 2021",20 Aug,0,Open,10
641,186730,Reviews would be fun,j the Zuni,"21 May, 2021",11 Jun,9,Closed,9
642,308444,Lower prices of inapp purchases subscriptions,Tim W,16 Jun,09 Aug,5,Closed,9
643,201800,Add a lifetime membership option,T,"05 Aug, 2021",13 Oct,5,Open,9
644,174229,Social media section,Khiler,"27 Mar, 2021",05 Jan,5,Closed,9
645,165097,Filter instagram profile,Leonard,"02 Mar, 2021",13 Oct,5,Closed,9
646,175219,Down to chat toggle,Jairon Terrero,"30 Mar, 2021",13 Oct,3,Open,9
647,190987,Account vacationtake a break mode,Adam Proctor,"13 Jun, 2021",21 Sep,2,Closed,9
648,232162,More info snippets,Sid,"12 Nov, 2021",20 Aug,1,Open,9
649,196140,Sort matches by distance,Ddport,"06 Jul, 2021",20 Aug,1,Open,9
650,187103,Reverify people regularly,Isabella,"24 May, 2021",21 Sep,1,Closed,9
651,184715,Show which chats you havent replied to,Alex,"11 May, 2021",07 Jul,1,Open,9
652,269055,Replace gloomy cloud image,Jonathan,05 Jan,15 Oct,0,Open,9
653,224556,Show all matches locations on a map,Cory,"13 Oct, 2021",20 Aug,0,Open,9
654,223700,Like declined,DJ,"11 Oct, 2021",12 Oct,0,Open,9
655,203302,Unblock,Keith,"16 Aug, 2021",15 Oct,0,Open,9
656,185701,Ward hopping,Lindsay,"16 May, 2021",26 Sep,0,Open,9
657,190597,Filter by region,Matt,"10 Jun, 2021",09 Aug,13,Closed,8
658,214101,Hair and eye color filter,Joe,"14 Sep, 2021",01 Sep,4,Open,8
659,189876,Mix in people that like me,TJ,"08 Jun, 2021",25 Oct,3,Closed,8
660,285801,Gpsprivacy,None of your beeswax,14 Mar,11 Sep,2,Open,8
661,222916,Another ui overhaul,Ammon,"09 Oct, 2021",03 Aug,2,Open,8
662,210999,Match guide,alberthallingtonianianan,"31 Aug, 2021",07 Sep,2,Open,8
663,201202,Premium lite,Josh,"02 Aug, 2021",09 Aug,1,Open,8
664,195253,Pause locations,Josh,"02 Jul, 2021",25 Oct,1,Closed,8
665,190895,Automatically refresh the chat page,Brett,"12 Jun, 2021",03 Jul,1,Closed,8
666,232160,Swipe up feedback,Sid,"12 Nov, 2021",13 Sep,0,Closed,8
667,205322,Matchmaking other users,David,"28 Aug, 2021",07 Jul,5,Closed,7
668,285645,Photo descriptions more photos,Bartholemew,13 Mar,25 Oct,4,Open,7
669,224559,Exclude certain locations,Cory,"13 Oct, 2021",21 Oct,4,Open,7
670,198315,Match reminder,Garret,"17 Jul, 2021",21 Sep,3,Open,7
671,169315,Picture suggestions,Jake,"14 Mar, 2021","26 Jul, '21",3,Closed,7
672,272690,Add a spot for special needs people,Justin,19 Jan,17 Oct,2,Open,7
673,169853,I dont like you,Alec,"15 Mar, 2021",07 Jul,2,Closed,7
674,319288,Add asl as a language option,Elizabeth Anderson,29 Jul,31 Oct,1,Open,7
675,268925,Texting vs in person,Sarah,05 Jan,20 Aug,1,Open,7
676,211582,See who took a screenshot,Shei,"04 Sep, 2021",25 Sep,1,Closed,7
677,183681,Hide me from certain names,Halsey W,"06 May, 2021",08 Jul,1,Closed,7
678,299626,Three strikes youre out,JJ,13 May,11 Sep,0,Closed,7
679,284319,Inability to screenshot,Lily,06 Mar,10 Jul,0,Open,7
680,200935,Link friends mutual profiles to one another for easy browsing,Sam,"31 Jul, 2021",09 Aug,0,Open,7
681,314355,Filter relationship goals,Enisha Cray,07 Jul,30 Sep,9,Closed,6
682,314524,Develop mutual for computersbrowser not just mobile devices,Courtney Wayment,07 Jul,10 Oct,6,Closed,6
683,188240,X miles away,Madeleine,"01 Jun, 2021",20 Aug,3,Closed,6
684,200820,Edit sent notes,Sarah Campbell,"30 Jul, 2021",03 Jul,2,Open,6
685,199469,Connect with others who served in same mission or where you live,Heather Elise Harkness,"25 Jul, 2021",13 Oct,2,Open,6
686,194908,Let me change my name,Jessica/Jessie,"01 Jul, 2021",04 Aug,2,Open,6
687,302990,Clean slate,James Franckum,27 May,21 Sep,1,Closed,6
688,220259,Better verification,Ronnie,"28 Sep, 2021",01 Sep,1,Open,6
689,188118,More profile prompts,J,"31 May, 2021",27 May,1,Open,6
690,188038,Change ux to incorporate text and pictures,Joshua,"30 May, 2021",20 Aug,1,Open,6
691,205697,Dont erase chats,Mike,"29 Aug, 2021",10 Jul,0,Closed,6
692,192615,Put people who have liked me in the front of my feed,Chad,"19 Jun, 2021",12 Oct,0,Closed,6
693,183418,List location next to name in matches and archives,Brett,"04 May, 2021",20 Aug,0,Open,6
694,203999,Recommend a swipe to a friend,Dea,"21 Aug, 2021",09 Aug,5,Closed,5
695,311004,More payment methods,Randle,24 Jun,20 Aug,2,Open,5
696,307040,Move name location age on profile photo to lower screen,Anne,10 Jun,30 Oct,2,Closed,5
697,186483,Height filter,Ella,"20 May, 2021",22 Jul,2,Closed,5
698,311374,Make no reason the default for unmatching,Tyler,26 Jun,13 Oct,1,Open,5
699,253900,Background check every profile claim,Joel,"04 Dec, 2021",25 May,1,Closed,5
700,202015,Save message as draft,Zach,"06 Aug, 2021",08 Oct,1,Open,5
701,296298,Change the x to something else,Maz,29 Apr,25 Aug,0,Open,5
702,284245,Change the screen after a match,Aaron,05 Mar,09 Jul,0,Open,5
703,200947,Make more moneys,Brenton Kloepfer,"31 Jul, 2021",19 Aug,0,Open,5
704,197187,Remove unnecessary notifications,Mac,"09 Jul, 2021",27 May,0,Open,5
705,189874,Fix people showing up twice,TJ,"08 Jun, 2021",14 Jul,0,Closed,5
706,188057,Reset undo removed deleted match matches,Dallin,"30 May, 2021",23 Feb,0,Closed,5
707,187899,Make it easier to use the date calendar to put in your birthdate,Shawn,"28 May, 2021",20 Aug,0,Open,5
708,264559,New layout problematic,Mikki,"22 Dec, 2021",17 Feb,6,Closed,4
709,326879,Filter tags interests hobbies etc,Kersten,05 Sep,13 Oct,4,Open,4
710,314493,Uber ratings for other peoples profiles,Danny,07 Jul,13 Oct,4,Open,4
711,314379,Allow appeals for a banned account,James,07 Jul,13 Oct,3,Closed,4
712,308219,Require sending a note or comment to like,Patrick,15 Jun,21 Jul,3,Closed,4
713,253882,Filter income level,Joel,"04 Dec, 2021",24 Sep,3,Closed,4
714,198980,Delete message,Rosa,"22 Jul, 2021",14 Oct,2,Open,4
715,195352,Select age range,Monica,"04 Jul, 2021",15 Oct,2,Closed,4
716,192905,Filter matches by location,Dax,"20 Jun, 2021",07 Jul,2,Closed,4
717,262981,Favorite quote,Nic,"18 Dec, 2021",12 Aug,1,Open,4
718,195213,Hide someones profile from your account,Courtney,"02 Jul, 2021",25 Sep,1,Closed,4
719,184394,Have mutual make leaving feedback or contacting admin easily accessible,Danny,"10 May, 2021",05 Jan,1,Closed,4
720,183925,Sort by distance,Alex,"07 May, 2021",20 Aug,1,Closed,4
721,168995,A mutual themed apples to apples like game called its mutual,Samuel Ambler,"12 Mar, 2021","23 Jun, '21",1,Closed,4
722,324480,Allow pictures in chat,Josh,25 Aug,16 Oct,0,Open,4
723,308118,Dont make photos full screen,lana,14 Jun,25 Oct,0,Closed,4
724,306328,Filter out inactive or hardly used profiles,Thomas F,08 Jun,25 Sep,0,Open,4
725,288069,Save conversations,Bee,25 Mar,20 Aug,0,Open,4
726,251980,Voice memo included in bio with prompt question,Adam Garaycochea,"29 Nov, 2021",09 Aug,0,Open,4
727,216093,Mark messages as unread again,Mayci,"19 Sep, 2021",20 Aug,0,Open,4
728,202351,Diversify your app store ad pictures,Sarah,"09 Aug, 2021",03 Aug,0,Open,4
729,199400,Make copying text possible at least bios,Delbert,"24 Jul, 2021","17 Dec, '21",0,Open,4
730,195353,Give referral,Jacob,"04 Jul, 2021",09 Aug,0,Closed,4
731,188393,Poke or reminder notification,James,"01 Jun, 2021",21 Sep,0,Closed,4
732,182927,Dont allow blurry pictures,Lynette Olsen,"01 May, 2021",11 Sep,0,Closed,4
733,175297,See who has premium,Mary,"31 Mar, 2021","03 May, '21",0,Closed,4
734,263612,Delete about me prompts,Cameron,"20 Dec, 2021",17 Feb,4,Open,3
735,318607,Change the school feature,Bryant,27 Jul,20 Aug,3,Open,3
736,192604,Swipe up on all button,Chad,"19 Jun, 2021",13 Oct,2,Open,3
737,335842,Require photos that are recent,Jacob Patch,10 Oct,25 Oct,1,Open,3
738,314395,Daily automated match suggestions,John,07 Jul,13 Oct,1,Open,3
739,263544,Freeze profilematches,KJ,"19 Dec, 2021",16 Aug,1,Closed,3
740,263297,Comment on peoples photos,Nicholas allen,"19 Dec, 2021",20 Aug,1,Closed,3
741,228666,Communities,Moses Lotulelei,"27 Oct, 2021",20 Aug,1,Open,3
742,195218,Height in high heals,Linda Manqana,"02 Jul, 2021",25 Sep,1,Closed,3
743,186471,Remove non active account,Radeb,"19 May, 2021",10 Jul,1,Closed,3
744,185706,Fisher interest tag,Sarah,"16 May, 2021",03 Jul,1,Open,3
745,334473,Add a time thats marked with the last time theyre active,Mel,03 Oct,yesterday,0,Open,3
746,319469,American sign language,Elizabeth Anderson,30 Jul,12 Oct,0,Open,3
747,319367,Religious views,Noel S,29 Jul,12 Sep,0,Open,3
748,317938,Login with email,Brett,23 Jul,13 Oct,0,Open,3
749,302955,Randomized question,Austin,26 May,13 Sep,0,Open,3
750,161005,See who i have liked,Moses,"19 Feb, 2021",today,81,Feedback Needed,1.2000
751,170983,Watch an ad to see a person who likes you,Anonymous,"19 Mar, 2021",yesterday,35,Feedback Needed,627
752,161962,Last onlinerecently active,Moses,"22 Feb, 2021",today,54,Feedback Needed,598
753,177816,Skip a profile save for later,Brian,"11 Apr, 2021",today,42,Feedback Needed,521
754,164928,Filter church activity,Moses,"01 Mar, 2021",30 Oct,47,Released,483
755,296565,Remove swipe limit,Sheppard,30 Apr,yesterday,66,Feedback Needed,381
756,161000,Dark mode,Moses,"19 Feb, 2021",2 days ago,11,Feedback Needed,224
757,169459,Voice messaging,Johnson Daniel Kalu,"15 Mar, 2021",30 Oct,18,Feedback Needed,206
758,164962,Hide inactive profiles,Dallin,"02 Mar, 2021",today,4,Feedback Needed,199
759,161961,Conversation prompts,Moses,"22 Feb, 2021",28 Oct,26,Feedback Needed,167
760,165044,Neighboring countries filter,Erik,"02 Mar, 2021",today,19,Feedback Needed,164
761,165319,Higher character count in bio,Qaseem,"02 Mar, 2021",today,18,Feedback Needed,162
762,165991,Search by name,Morgan,"03 Mar, 2021",01 Nov,27,Feedback Needed,155
763,165329,Increase photo count,Qaseem Maajid-Bey,"02 Mar, 2021",01 Nov,4,Feedback Needed,139
764,170628,Match explanations,Aidan Nemelka,"18 Mar, 2021",25 Oct,6,Feedback Needed,129
765,174999,Allow short videos to be added to profile,Jeannine,"30 Mar, 2021",29 Oct,27,Feedback Needed,128
766,165005,Share photos send photos in chat,Ejkl,"02 Mar, 2021",2 days ago,20,Feedback Needed,117
767,170306,Profile analytics,Robert,"17 Mar, 2021",30 Oct,19,Feedback Needed,115
768,179902,Mutual games,Joe,"17 Apr, 2021",20 Oct,11,Feedback Needed,106
769,169249,Video call speed dating,Anonymous,"13 Mar, 2021",18 Oct,14,Feedback Needed,94
770,169448,Change unmatch reasons,Nate,"15 Mar, 2021",14 Oct,9,Feedback Needed,78
771,176350,Display full name,KH,"05 Apr, 2021",14 Oct,38,Feedback Needed,76
772,172670,Show approximate number of people in range,Robert,"17 Mar, 2021",01 Nov,2,Feedback Needed,74
773,175785,Bring back old matches,Greg,"01 Apr, 2021",2 days ago,5,Feedback Needed,72
774,164958,Nudges or reminders,Sarah,"02 Mar, 2021",29 Sep,2,Feedback Needed,70
775,338157,Display where the person actually lives instead of just where that person is tra,Angie,21 Oct,today,1,Feedback Needed,5
776,334432,See notes sent and read status,Trevor,03 Oct,01 Nov,1,Feedback Needed,5
777,336290,Make notes great again,N,12 Oct,18 Oct,0,Feedback Needed,4
778,334096,Filter by school attendance,Jacob,01 Oct,19 Oct,0,Feedback Needed,4
779,337572,People who have liked me can bypass filters,Tustin,19 Oct,24 Oct,0,Feedback Needed,3
780,335574,Stop just swipe and allow more communication,Zac,08 Oct,today,0,Feedback Needed,2
781,332372,Filter by persons name,Jonathan Hansen,25 Sep,19 Oct,0,Feedback Needed,2
782,329849,Short profile videos,Samuel Roberts,15 Sep,15 Sep,1,Feedback Needed,1
783,337834,Lets talk about prompt,Virginia,20 Oct,20 Oct,0,Feedback Needed,1
784,336846,Member status filter,Tyler,14 Oct,14 Oct,0,Feedback Needed,1
785,333056,Edit a message that has been sent,Richard Bernal,27 Sep,27 Sep,0,Feedback Needed,1
786,332306,Add how many kids,Stacie Tillotson,24 Sep,24 Sep,0,Feedback Needed,1
787,328515,Delete messages,LÃ­a,11 Sep,11 Sep,0,Feedback Needed,1
788,168489,Let queer members match with other queer members,Rachel,"10 Mar, 2021",31 Oct,132,Open,1.1000
789,165279,Birthday surprise,Jefferson Glenn,"02 Mar, 2021",29 Oct,10,Open,288
790,161959,Filter has children or not,Moses,"22 Feb, 2021",13 Oct,29,Released,256
791,161947,Filter interest level,Moses,"22 Feb, 2021",19 Oct,39,Released,243
792,157427,Video chat,Moses,"03 Feb, 2021",yesterday,24,Released,190
793,175881,Free trial,Erica,"01 Apr, 2021",yesterday,26,Closed,156
794,164933,Filter temple recommend,Moses,"01 Mar, 2021",29 Oct,16,Released,145
795,161963,Filter politics,Moses,"22 Feb, 2021",19 Oct,25,Closed,143
796,164926,Share a profile,Moses,"01 Mar, 2021",19 Oct,21,Released,134
797,161966,Filter divorced,Moses,"22 Feb, 2021",01 Nov,27,Released,120
798,172738,Show likelyhood to respond,Josh,"23 Mar, 2021",13 Oct,12,Closed,88
799,169296,Filter weight,Pedro,"14 Mar, 2021",14 Oct,32,Closed,86
800,172181,Filter those that like you,Collin,"21 Mar, 2021",19 Oct,7,Closed,84
801,176175,Dealbreakers,Damian,"03 Apr, 2021",14 Oct,10,Closed,82
802,170905,Penalize ignoring a message from a match,Daniel,"18 Mar, 2021",25 Oct,26,Closed,79
803,164998,Filter ethnicity,B,"02 Mar, 2021",17 Oct,23,Closed,76
804,171625,An are you dating someone thing,Mathieu Brewer,"20 Mar, 2021",14 Oct,5,Closed,72
805,179921,Notes should be one per day anytime i want to use it not once every 24 hrs exact,Eliot,"18 Apr, 2021",10 Oct,4,Open,67
806,170894,Filter specific tag,Sanford Bassett,"18 Mar, 2021",17 Oct,61,Open,60
807,176262,Add additional location filter by state,Ryan,"04 Apr, 2021",02 Oct,8,Open,51
808,184861,List view of people whove liked you,Anonymous,"12 May, 2021",24 Sep,8,Closed,50
809,197289,Ghosting ratio,Sunny,"10 Jul, 2021",13 Oct,6,Open,49
810,170233,Group date feature,Jaden,"16 Mar, 2021",12 Sep,8,Open,48
811,172119,A notification sound,Bradley,"21 Mar, 2021",12 Sep,3,Open,48
812,253422,Description first optionally,Jackson,"03 Dec, 2021",13 Oct,3,Open,45
813,161964,Filter pets,Moses,"22 Feb, 2021",13 Oct,2,Closed,45
814,180047,Not for me instead of no reason,Kay,"19 Apr, 2021",19 Oct,1,Open,42
815,174225,Time stamps,emma,"27 Mar, 2021",yesterday,3,Open,41
816,184344,Picture upload zoom issue,Daniel,"09 May, 2021",22 Oct,6,Open,40
817,203487,When ward hopping have option to display both real and hopped location,Matt Eden,"17 Aug, 2021",01 Sep,4,Open,38
818,165040,Add spotify top artists,Moses,"02 Mar, 2021",13 Oct,8,Open,37
819,176263,Reset all down swipes option,Ryan,"04 Apr, 2021",14 Oct,3,Closed,36
820,190177,See who liked me list view,Michael Patterson,"09 Jun, 2021",20 Sep,8,Open,35
821,198340,Filter body type,Stephanie,"17 Jul, 2021",13 Oct,9,Open,33
822,181754,Filter exclude utah from results,Chris,"26 Apr, 2021",20 Oct,4,Open,33
823,200161,Filter language,Paige,"27 Jul, 2021",26 Aug,15,Closed,32
824,192803,Friends only section,Adam fox,"19 Jun, 2021",17 Oct,14,Open,32
825,202492,Make the about me section a required field,Moses Lotulelei,"10 Aug, 2021",13 Oct,4,Open,32
826,183909,Show new people by most compatible first,Laura,"07 May, 2021",20 Aug,3,Open,31
827,190702,Display if willing to relocate on profile,mark Osborn,"11 Jun, 2021",10 Oct,7,Closed,30
828,192616,Add a blind dating feature for people who dont want looks to influence if they m,Chad,"19 Jun, 2021",13 Oct,7,Open,29
829,175614,Downvote option on the feedback site,Jared,"31 Mar, 2021",21 Sep,6,Closed,28
830,189478,Get rid of spamfraudulent users,Chele,"07 Jun, 2021",14 Oct,13,Open,27
831,170258,Web browser support,Q,"16 Mar, 2021",13 Oct,10,Open,26
832,164931,Filter favorite school,Moses,"01 Mar, 2021",13 Oct,24,Open,25
833,179087,Add more then 2 letters for the state or country better geographic clarity pleas,James McLean,"14 Apr, 2021",17 Sep,1,Open,24
834,181384,Photo age,Joseph Smith,"23 Apr, 2021",01 Sep,2,Open,23
835,173851,Limit total number of matches based on your responsiveness with existing matches,Josh,"26 Mar, 2021",15 Oct,0,Closed,21
836,307193,Lower subscription price,Bay,11 Jun,20 Sep,1,Closed,20
837,194118,Add education level,Holly,"26 Jun, 2021",01 Sep,4,Open,19
838,165226,Facebook mutual friends,Ashlee,"02 Mar, 2021",07 Jul,3,Closed,19
839,172209,Home screen should be messaging,Dan,"21 Mar, 2021",21 Sep,1,Open,19
840,173621,Automatically translate messages,Giovanna,"25 Mar, 2021",07 Jul,10,Closed,18
841,199535,Fix photo sizing,Kyra,"26 Jul, 2021",21 Sep,8,Open,18
842,186715,Allow those who you have liked to see you liked them,Anonymous,"21 May, 2021",02 Oct,2,Open,18
843,164972,World wide distance,Cole,"02 Mar, 2021",14 Sep,2,Open,18
844,175897,Publish dating market statistics for an area,Trent,"02 Apr, 2021",29 Aug,0,Open,18
845,188769,Filter returned missionary,Matthew S. Mahoney,"03 Jun, 2021",19 Aug,12,Open,17
846,192610,Add a section asking about covid vaccination status,Chad,"19 Jun, 2021",13 Oct,6,Open,17
847,165321,Minimum character count in bio,Qaseem Maajid-Bey,"02 Mar, 2021",11 Sep,2,Closed,17
848,194685,See at least 1 person per week,Micah Conover,"29 Jun, 2021",10 Oct,0,Closed,17
849,179930,Timedate stamp on messages,Howie,"18 Apr, 2021",yesterday,1,Open,16
850,164969,Scroll bar,Cole,"02 Mar, 2021",02 Aug,1,Open,16
851,192772,Be able to set your location to your home city while traveling,Jacob Coleman,"19 Jun, 2021",01 Sep,0,Closed,16
852,173770,Party room,Braeden,"25 Mar, 2021",14 Jul,0,Open,16
853,198341,Filter gym activity,Shelby,"17 Jul, 2021",02 Oct,2,Open,15
854,201410,Rollover notes,Barry,"03 Aug, 2021",26 Aug,1,Open,15
855,186181,Optional profile feedback,Jeremy,"18 May, 2021",21 Aug,7,Open,14
856,189906,Make the distance slider better,Ryan,"08 Jun, 2021",14 Oct,5,Open,14
857,266157,The new about me section is too short,Liz,"27 Dec, 2021",14 Oct,4,Open,14
858,200613,No dead animals,Kelsi,"28 Jul, 2021",23 Sep,4,Open,14
859,217248,Unmatch feedback,R,"22 Sep, 2021",14 Oct,3,Open,14
860,282931,Family tree app linked to this,Hailey,26 Feb,03 Aug,2,Open,14
861,200637,Give stats on your profile percentageswhats successful,Todd,"29 Jul, 2021",20 Aug,2,Open,14
862,188116,Get rid of say hi,J,"31 May, 2021",10 Oct,1,Open,14
863,173521,Questionnaire,Jared,"25 Mar, 2021",09 Aug,1,Closed,14
864,202149,React to messages sent,Kristina Cannon,"09 Aug, 2021",09 Aug,0,Open,14
865,176239,Pause profile,Amanda,"04 Apr, 2021",18 Oct,0,Closed,14
866,194293,Require member record number,Rachel,"28 Jun, 2021",13 Oct,8,Closed,13
867,189884,Verified profiles filter for them,Jeramy,"08 Jun, 2021",13 Oct,7,Open,13
868,194489,Filter modesty,Mitch,"29 Jun, 2021",10 Oct,5,Closed,13
869,281412,Force users to complete verification,Michael,20 Feb,24 Sep,3,Open,13
870,186677,Date ideas,Nathaniel Sparks,"20 May, 2021",01 Sep,3,Open,13
871,202557,Message preview in notification,Sterling,"10 Aug, 2021",20 Aug,2,Open,13
872,211694,Reset all downswipes from people who like you,Tyler Alley,"05 Sep, 2021",01 Sep,1,Open,13
873,175898,Option for more detailed profile info,Trent,"02 Apr, 2021",09 Aug,1,Open,13
874,173095,Multiple search locations,Frank the Dog from Men In Black 2,"23 Mar, 2021",14 Jul,1,Open,13
875,225427,Clarify interested in,N.,"18 Oct, 2021",20 Aug,0,Open,13
876,193363,Reasons for swiping,Holly,"23 Jun, 2021",28 Jul,0,Open,13
877,173511,No gun photos,Lj,"24 Mar, 2021",21 Sep,21,Open,12
878,177626,Repeal height filter,Aaron,"09 Apr, 2021",10 Oct,11,Open,12
879,196148,Filter unwanted names,Anne Lester,"06 Jul, 2021",12 Jul,6,Closed,12
880,198728,Read receipts for sent notes,Jeff,"20 Jul, 2021",13 Oct,5,Open,12
881,176295,Metric vs imperial on height,Anonymous,"04 Apr, 2021",07 Jul,3,Open,12
882,218963,Allow users to hide read receipts,Michael Allen,"26 Sep, 2021",15 Oct,2,Open,12
883,196166,Change location,Chantelle,"06 Jul, 2021",04 Oct,1,Closed,12
884,223698,Be notified when a match decides to say goodbye,DJ,"11 Oct, 2021",21 Sep,0,Open,12
885,210998,Superlike feature,alberthallingtonianianan,"31 Aug, 2021",20 Aug,0,Open,12
886,187180,Purge users,Bparks,"25 May, 2021",21 Sep,0,Closed,12
887,164959,Tagging the other people in the photo,Alex,"02 Mar, 2021",09 Aug,1,Closed,11
888,186991,Check to mark your divorce is finalized,A,"23 May, 2021",21 Aug,0,Closed,11
889,185111,Healthy fitness level filter,Anonymous,"13 May, 2021",08 Sep,3,Open,10
890,211333,Liked image,Payton,"02 Sep, 2021",20 Aug,0,Open,10
891,186730,Reviews would be fun,j the Zuni,"21 May, 2021",11 Jun,9,Closed,9
892,308444,Lower prices of inapp purchases subscriptions,Tim W,16 Jun,09 Aug,5,Closed,9
893,201800,Add a lifetime membership option,T,"05 Aug, 2021",13 Oct,5,Open,9
894,174229,Social media section,Khiler,"27 Mar, 2021",05 Jan,5,Closed,9
895,165097,Filter instagram profile,Leonard,"02 Mar, 2021",13 Oct,5,Closed,9
896,175219,Down to chat toggle,Jairon Terrero,"30 Mar, 2021",13 Oct,3,Open,9
897,190987,Account vacationtake a break mode,Adam Proctor,"13 Jun, 2021",21 Sep,2,Closed,9
898,232162,More info snippets,Sid,"12 Nov, 2021",20 Aug,1,Open,9
899,196140,Sort matches by distance,Ddport,"06 Jul, 2021",20 Aug,1,Open,9
900,187103,Reverify people regularly,Isabella,"24 May, 2021",21 Sep,1,Closed,9
901,184715,Show which chats you havent replied to,Alex,"11 May, 2021",07 Jul,1,Open,9
902,269055,Replace gloomy cloud image,Jonathan,05 Jan,15 Oct,0,Open,9
903,224556,Show all matches locations on a map,Cory,"13 Oct, 2021",20 Aug,0,Open,9
904,223700,Like declined,DJ,"11 Oct, 2021",12 Oct,0,Open,9
905,203302,Unblock,Keith,"16 Aug, 2021",15 Oct,0,Open,9
906,185701,Ward hopping,Lindsay,"16 May, 2021",26 Sep,0,Open,9
907,190597,Filter by region,Matt,"10 Jun, 2021",09 Aug,13,Closed,8
908,214101,Hair and eye color filter,Joe,"14 Sep, 2021",01 Sep,4,Open,8
909,189876,Mix in people that like me,TJ,"08 Jun, 2021",25 Oct,3,Closed,8
910,285801,Gpsprivacy,None of your beeswax,14 Mar,11 Sep,2,Open,8
